duplicate_fp,fn,fp,gt,height,image,max_conf,mean_gt_best_iou,precision_image,pred,recall_image,tp,width
14,0,58,15,1024,/ssd_data/lixiang_data/Datasets/data_sar_plane_coarsness/images/266_AH-1_0014.png,0.5617185831069946,0.7157493001642744,0.2054794520547945,73,1.0,15,1024
18,0,54,15,1024,/ssd_data/lixiang_data/Datasets/data_sar_plane_coarsness/images/266_AH-1_0015.png,0.49852681159973145,0.7571898085489897,0.21739130434782608,69,1.0,15,1024
12,1,60,15,1023,/ssd_data/lixiang_data/Datasets/data_sar_plane_coarsness/images/266_AH-1_0016.png,0.574081301689148,0.7212730762556437,0.1891891891891892,74,0.9333333333333333,14,1024
16,1,56,15,1024,/ssd_data/lixiang_data/Datasets/data_sar_plane_coarsness/images/266_AH-1_0017.png,0.6086451411247253,0.7524614558125347,0.2,70,0.9333333333333333,14,1024
7,0,134,5,1024,/ssd_data/lixiang_data/Datasets/data_sar_plane_coarsness/images/BC1-SP-ORG-2SSV-20211023T033115-002550-0009F6_C-130_0006.png,0.6750851273536682,0.7107584704378778,0.03597122302158273,139,1.0,5,1024
3,0,154,5,1024,/ssd_data/lixiang_data/Datasets/data_sar_plane_coarsness/images/BC1-SP-ORG-2SSV-20211023T033115-002550-0009F6_C-130_0007.png,0.5591727495193481,0.7265123406238873,0.031446540880503145,159,1.0,5,1024
8,0,126,5,1024,/ssd_data/lixiang_data/Datasets/data_sar_plane_coarsness/images/BC1-SP-ORG-2SSV-20211023T033115-002550-0009F6_C-130_0008.png,0.5890045762062073,0.737212456156303,0.03816793893129771,131,1.0,5,1024
4,0,45,2,1024,/ssd_data/lixiang_data/Datasets/data_sar_plane_coarsness/images/BC1-SP-ORG-2SSV-20211023T033115-002550-0009F6_C-17_0005.png,0.4644944965839386,0.8287603620072997,0.0425531914893617,47,1.0,2,1024
3,0,34,2,1024,/ssd_data/lixiang_data/Datasets/data_sar_plane_coarsness/images/BC1-SP-ORG-2SSV-20211023T033115-002550-0009F6_C-5_0004.png,0.4277881979942322,0.8121654091275945,0.05555555555555555,36,1.0,2,1024
5,0,139,5,1024,/ssd_data/lixiang_data/Datasets/data_sar_plane_coarsness/images/BC1-SP-ORG-2SSV-20211023T033115-002550-0009F6_E-3_0002.png,0.6143752336502075,0.7438798110391094,0.034722222222222224,144,1.0,5,1024
5,0,126,5,1024,/ssd_data/lixiang_data/Datasets/data_sar_plane_coarsness/images/BC1-SP-ORG-2SSV-20211023T033115-002550-0009F6_E-3_0003.png,0.6393256187438965,0.6938363557924898,0.03816793893129771,131,1.0,5,1024
0,0,43,1,1024,/ssd_data/lixiang_data/Datasets/data_sar_plane_coarsness/images/BC1-SP-ORG-2SSV-20211023T033115-002550-0009F6_P-3_0001.png,0.7044632434844971,0.678932007685223,0.022727272727272728,44,1.0,1,1024
5,0,141,4,1024,/ssd_data/lixiang_data/Datasets/data_sar_plane_coarsness/images/BC1-SP-ORG-2SSV-20211220T033326-003362-000D22_C-130_0003.png,0.6369917392730713,0.7382252511287047,0.027586206896551724,145,1.0,4,1024
4,0,111,4,1024,/ssd_data/lixiang_data/Datasets/data_sar_plane_coarsness/images/BC1-SP-ORG-2SSV-20211220T033326-003362-000D22_C-130_0004.png,0.5402230024337769,0.6248299089715682,0.034782608695652174,115,1.0,4,1024
9,0,114,4,1024,/ssd_data/lixiang_data/Datasets/data_sar_plane_coarsness/images/BC1-SP-ORG-2SSV-20211220T033326-003362-000D22_C-130_0005.png,0.5362253785133362,0.6849477086440985,0.03389830508474576,118,1.0,4,1024
6,0,115,4,1024,/ssd_data/lixiang_data/Datasets/data_sar_plane_coarsness/images/BC1-SP-ORG-2SSV-20211220T033326-003362-000D22_E-3_0002.png,0.6303754448890686,0.7228966881409156,0.03361344537815126,119,1.0,4,1024
1,0,23,1,1024,/ssd_data/lixiang_data/Datasets/data_sar_plane_coarsness/images/BC1-SP-ORG-2SSV-20211220T033326-003362-000D22_P-3_0001.png,0.7254598140716553,0.6823215719389213,0.041666666666666664,24,1.0,1,1024
10,0,143,8,1024,/ssd_data/lixiang_data/Datasets/data_sar_plane_coarsness/images/BC1-SP-ORG-2SSV-20220110T033418-003682-000E62_C-130_0008.png,0.6146676540374756,0.773282188937269,0.052980132450331126,151,1.0,8,1024
3,2,164,8,1024,/ssd_data/lixiang_data/Datasets/data_sar_plane_coarsness/images/BC1-SP-ORG-2SSV-20220110T033418-003682-000E62_C-130_0009.png,0.5699836611747742,0.6251275046677691,0.03529411764705882,170,0.75,6,1024
11,1,157,8,1024,/ssd_data/lixiang_data/Datasets/data_sar_plane_coarsness/images/BC1-SP-ORG-2SSV-20220110T033418-003682-000E62_C-130_0010.png,0.5170289278030396,0.6826927272838689,0.042682926829268296,164,0.875,7,1024
8,1,99,8,1024,/ssd_data/lixiang_data/Datasets/data_sar_plane_coarsness/images/BC1-SP-ORG-2SSV-20220110T033418-003682-000E62_C-130_0011.png,0.5180341601371765,0.6835069479034036,0.0660377358490566,106,0.875,7,1024
2,0,40,2,1024,/ssd_data/lixiang_data/Datasets/data_sar_plane_coarsness/images/BC1-SP-ORG-2SSV-20220110T033418-003682-000E62_C-17_0007.png,0.4135289192199707,0.8475617120801499,0.047619047619047616,42,1.0,2,1024
2,0,23,2,1024,/ssd_data/lixiang_data/Datasets/data_sar_plane_coarsness/images/BC1-SP-ORG-2SSV-20220110T033418-003682-000E62_C-5_0006.png,0.6618242859840393,0.8304036993757862,0.08,25,1.0,2,1024
12,0,161,8,1024,/ssd_data/lixiang_data/Datasets/data_sar_plane_coarsness/images/BC1-SP-ORG-2SSV-20220110T033418-003682-000E62_E-3_0002.png,0.626826286315918,0.743691166025725,0.047337278106508875,169,1.0,8,1024
11,0,204,8,1024,/ssd_data/lixiang_data/Datasets/data_sar_plane_coarsness/images/BC1-SP-ORG-2SSV-20220110T033418-003682-000E62_E-3_0003.png,0.6628879308700562,0.693909887083537,0.03773584905660377,212,1.0,8,1024
11,1,161,8,1024,/ssd_data/lixiang_data/Datasets/data_sar_plane_coarsness/images/BC1-SP-ORG-2SSV-20220110T033418-003682-000E62_E-3_0004.png,0.6390999555587769,0.7408866554546547,0.041666666666666664,168,0.875,7,1024
16,0,198,8,1024,/ssd_data/lixiang_data/Datasets/data_sar_plane_coarsness/images/BC1-SP-ORG-2SSV-20220110T033418-003682-000E62_E-3_0005.png,0.5928901433944702,0.7432935749491596,0.038834951456310676,206,1.0,8,1024
1,0,31,1,1024,/ssd_data/lixiang_data/Datasets/data_sar_plane_coarsness/images/BC1-SP-ORG-2SSV-20220110T033418-003682-000E62_P-3_0001.png,0.46184709668159485,0.8597270606306349,0.03125,32,1.0,1,1024
6,1,164,6,1024,/ssd_data/lixiang_data/Datasets/data_sar_plane_coarsness/images/BC1-SP-ORG-2SSV-20220131T033411-004018-000FB2_C-130_0007.png,0.5978267192840576,0.6791170797466503,0.029585798816568046,169,0.8333333333333334,5,1024
4,2,170,8,1024,/ssd_data/lixiang_data/Datasets/data_sar_plane_coarsness/images/BC1-SP-ORG-2SSV-20220131T033411-004018-000FB2_C-130_0008.png,0.5827914476394653,0.6164764562305574,0.03409090909090909,176,0.75,6,1024
8,2,190,8,1024,/ssd_data/lixiang_data/Datasets/data_sar_plane_coarsness/images/BC1-SP-ORG-2SSV-20220131T033411-004018-000FB2_C-130_0009.png,0.7120406031608582,0.6181335767361091,0.030612244897959183,196,0.75,6,1024
6,2,98,8,1024,/ssd_data/lixiang_data/Datasets/data_sar_plane_coarsness/images/BC1-SP-ORG-2SSV-20220131T033411-004018-000FB2_C-130_0010.png,0.5296373963356018,0.6114564981821162,0.057692307692307696,104,0.75,6,1024
4,2,107,7,1024,/ssd_data/lixiang_data/Datasets/data_sar_plane_coarsness/images/BC1-SP-ORG-2SSV-20220131T033411-004018-000FB2_C-130_0011.png,0.5810843110084534,0.5810647923426824,0.044642857142857144,112,0.7142857142857143,5,1024
3,2,86,6,1024,/ssd_data/lixiang_data/Datasets/data_sar_plane_coarsness/images/BC1-SP-ORG-2SSV-20220131T033411-004018-000FB2_C-130_0012.png,0.5222024321556091,0.5637356612144994,0.044444444444444446,90,0.6666666666666666,4,1024
5,0,44,4,1024,/ssd_data/lixiang_data/Datasets/data_sar_plane_coarsness/images/BC1-SP-ORG-2SSV-20220131T033411-004018-000FB2_C-17_0004.png,0.4561680853366852,0.7894355484535553,0.08333333333333333,48,1.0,4,1024
7,0,31,4,1024,/ssd_data/lixiang_data/Datasets/data_sar_plane_coarsness/images/BC1-SP-ORG-2SSV-20220131T033411-004018-000FB2_C-17_0005.png,0.4884721338748932,0.8105683250214291,0.11428571428571428,35,1.0,4,1024
5,0,69,4,1024,/ssd_data/lixiang_data/Datasets/data_sar_plane_coarsness/images/BC1-SP-ORG-2SSV-20220131T033411-004018-000FB2_C-17_0006.png,0.6111545562744141,0.8050221708662395,0.0547945205479452,73,1.0,4,1024
5,0,35,4,1024,/ssd_data/lixiang_data/Datasets/data_sar_plane_coarsness/images/BC1-SP-ORG-2SSV-20220131T033411-004018-000FB2_C-5_0003.png,0.5476890206336975,0.7787949826299629,0.10256410256410256,39,1.0,4,1024
7,0,142,8,1024,/ssd_data/lixiang_data/Datasets/data_sar_plane_coarsness/images/BC1-SP-ORG-2SSV-20220131T033411-004018-000FB2_E-3_0001.png,0.6076679229736328,0.7176112305637229,0.05333333333333334,150,1.0,8,1024
6,0,180,7,1024,/ssd_data/lixiang_data/Datasets/data_sar_plane_coarsness/images/BC1-SP-ORG-2SSV-20220131T033411-004018-000FB2_E-3_0002.png,0.49207088351249695,0.6933479342586368,0.0374331550802139,187,1.0,7,1024
5,0,47,3,1024,/ssd_data/lixiang_data/Datasets/data_sar_plane_coarsness/images/BC1-SP-ORG-2SSV-20221128T035610-006570-0019AA_C-130_0005.png,0.5064853429794312,0.7789347553201065,0.06,50,1.0,3,1024
5,0,45,3,1024,/ssd_data/lixiang_data/Datasets/data_sar_plane_coarsness/images/BC1-SP-ORG-2SSV-20221128T035610-006570-0019AA_C-130_0006.png,0.4556211531162262,0.7629299834179971,0.0625,48,1.0,3,1024
7,0,54,3,1024,/ssd_data/lixiang_data/Datasets/data_sar_plane_coarsness/images/BC1-SP-ORG-2SSV-20221128T035610-006570-0019AA_C-130_0007.png,0.6419669389724731,0.7428315432327725,0.05263157894736842,57,1.0,3,1024
5,0,103,2,1024,/ssd_data/lixiang_data/Datasets/data_sar_plane_coarsness/images/BC1-SP-ORG-2SSV-20221128T035610-006570-0019AA_C-17_0004.png,0.3454791307449341,0.714681160149313,0.01904761904761905,105,1.0,2,1024
3,0,33,2,1024,/ssd_data/lixiang_data/Datasets/data_sar_plane_coarsness/images/BC1-SP-ORG-2SSV-20221128T035610-006570-0019AA_C-5_0003.png,0.1902787685394287,0.8154139544095133,0.05714285714285714,35,1.0,2,1024
0,1,90,1,1024,/ssd_data/lixiang_data/Datasets/data_sar_plane_coarsness/images/BC1-SP-ORG-2SSV-20221128T035610-006570-0019AA_E-3_0002.png,0.3644216060638428,0.19824286385181328,0.0,90,0.0,0,1024
1,0,53,1,1024,/ssd_data/lixiang_data/Datasets/data_sar_plane_coarsness/images/BC1-SP-ORG-2SSV-20221128T035610-006570-0019AA_P-3_0001.png,0.7044343948364258,0.8085546694145814,0.018518518518518517,54,1.0,1,1024
13,0,47,6,1024,/ssd_data/lixiang_data/Datasets/data_sar_plane_coarsness/images/BC2-SP-ORG-2SSV-20221127T133018-003562-000DEA_C-130_0007.png,0.3284316062927246,0.7696593046044314,0.11320754716981132,53,1.0,6,1024
8,0,35,6,1024,/ssd_data/lixiang_data/Datasets/data_sar_plane_coarsness/images/BC2-SP-ORG-2SSV-20221127T133018-003562-000DEA_C-130_0008.png,0.49618062376976013,0.7840101316087594,0.14634146341463414,41,1.0,6,1024
5,1,87,4,1024,/ssd_data/lixiang_data/Datasets/data_sar_plane_coarsness/images/BC2-SP-ORG-2SSV-20221127T133018-003562-000DEA_C-130_0009.png,0.26864564418792725,0.6665548798391415,0.03333333333333333,90,0.75,3,1024
4,0,106,4,1024,/ssd_data/lixiang_data/Datasets/data_sar_plane_coarsness/images/BC2-SP-ORG-2SSV-20221127T133018-003562-000DEA_C-130_0010.png,0.25621849298477173,0.7570079323385931,0.03636363636363636,110,1.0,4,1024
8,0,60,6,1024,/ssd_data/lixiang_data/Datasets/data_sar_plane_coarsness/images/BC2-SP-ORG-2SSV-20221127T133018-003562-000DEA_C-130_0011.png,0.5218669176101685,0.8003556218792386,0.09090909090909091,66,1.0,6,1024
12,0,52,6,1024,/ssd_data/lixiang_data/Datasets/data_sar_plane_coarsness/images/BC2-SP-ORG-2SSV-20221127T133018-003562-000DEA_C-130_0012.png,0.6059472560882568,0.7758774530884797,0.10344827586206896,58,1.0,6,1024
12,0,49,6,1024,/ssd_data/lixiang_data/Datasets/data_sar_plane_coarsness/images/BC2-SP-ORG-2SSV-20221127T133018-003562-000DEA_C-130_0013.png,0.4426642656326294,0.8244960342870179,0.10909090909090909,55,1.0,6,1024
9,0,59,6,1024,/ssd_data/lixiang_data/Datasets/data_sar_plane_coarsness/images/BC2-SP-ORG-2SSV-20221127T133018-003562-000DEA_C-130_0014.png,0.397337406873703,0.7682692243445987,0.09230769230769231,65,1.0,6,1024
3,0,79,4,1024,/ssd_data/lixiang_data/Datasets/data_sar_plane_coarsness/images/BC2-SP-ORG-2SSV-20221127T133018-003562-000DEA_C-17_0006.png,0.11864383518695831,0.7638572610757758,0.04819277108433735,83,1.0,4,1024
3,1,43,4,1024,/ssd_data/lixiang_data/Datasets/data_sar_plane_coarsness/images/BC2-SP-ORG-2SSV-20221127T133018-003562-000DEA_C-5_0005.png,0.14774565398693085,0.5641375477440436,0.06521739130434782,46,0.75,3,1024
4,0,113,2,1024,/ssd_data/lixiang_data/Datasets/data_sar_plane_coarsness/images/BC2-SP-ORG-2SSV-20221127T133018-003562-000DEA_E-3_0003.png,0.5792797803878784,0.7701661840201908,0.017391304347826087,115,1.0,2,1024
3,0,93,2,1024,/ssd_data/lixiang_data/Datasets/data_sar_plane_coarsness/images/BC2-SP-ORG-2SSV-20221127T133018-003562-000DEA_E-3_0004.png,0.593402087688446,0.7242353922703305,0.021052631578947368,95,1.0,2,1024
2,0,51,2,1024,/ssd_data/lixiang_data/Datasets/data_sar_plane_coarsness/images/BC2-SP-ORG-2SSV-20221127T133018-003562-000DEA_P-3_0001.png,0.7067333459854126,0.6274841973221148,0.03773584905660377,53,1.0,2,1024
2,0,49,2,1024,/ssd_data/lixiang_data/Datasets/data_sar_plane_coarsness/images/BC2-SP-ORG-2SSV-20221127T133018-003562-000DEA_P-3_0002.png,0.71647709608078,0.6381789789348755,0.0392156862745098,51,1.0,2,1024
3,0,19,4,1024,/ssd_data/lixiang_data/Datasets/data_sar_plane_coarsness/images/BC2-SP-ORG-2SVV-20220518T123812-000827-000001-00033B_C-130_0002.png,0.7785460352897644,0.5820081318701412,0.17391304347826086,23,1.0,4,1024
1,0,14,5,1024,/ssd_data/lixiang_data/Datasets/data_sar_plane_coarsness/images/BC2-SP-ORG-2SVV-20220518T123812-000827-000001-00033B_C-130_0003.png,0.7714282274246216,0.590524212488291,0.2631578947368421,19,1.0,5,1024
0,0,21,5,1024,/ssd_data/lixiang_data/Datasets/data_sar_plane_coarsness/images/BC2-SP-ORG-2SVV-20220518T123812-000827-000001-00033B_C-130_0004.png,0.7962326407432556,0.6033628956357014,0.19230769230769232,26,1.0,5,1024
0,0,13,5,1024,/ssd_data/lixiang_data/Datasets/data_sar_plane_coarsness/images/BC2-SP-ORG-2SVV-20220518T123812-000827-000001-00033B_C-130_0005.png,0.813713014125824,0.5858255807487623,0.2777777777777778,18,1.0,5,1024
0,1,21,5,1023,/ssd_data/lixiang_data/Datasets/data_sar_plane_coarsness/images/BC2-SP-ORG-2SVV-20220518T123812-000827-000001-00033B_C-130_0006.png,0.5780203342437744,0.4866507195199198,0.16,25,0.8,4,1024
1,2,16,3,1024,/ssd_data/lixiang_data/Datasets/data_sar_plane_coarsness/images/BC2-SP-ORG-2SVV-20220518T123812-000827-000001-00033B_C-130_0007.png,0.6331440806388855,0.2045101777274746,0.058823529411764705,17,0.3333333333333333,1,1024
0,2,8,2,1024,/ssd_data/lixiang_data/Datasets/data_sar_plane_coarsness/images/BC2-SP-ORG-2SVV-20220518T123812-000827-000001-00033B_C-130_0008.png,0.6923736929893494,0.0,0.0,8,0.0,0,1024
1,1,24,3,1024,/ssd_data/lixiang_data/Datasets/data_sar_plane_coarsness/images/BC2-SP-ORG-2SVV-20220518T123812-000827-000001-00033B_C-130_0009.png,0.3572867214679718,0.5996176410617463,0.07692307692307693,26,0.6666666666666666,2,1024
0,0,12,3,1024,/ssd_data/lixiang_data/Datasets/data_sar_plane_coarsness/images/BC2-SP-ORG-2SVV-20220518T123812-000827-000001-00033B_C-130_0010.png,0.2093466818332672,0.538920336463529,0.2,15,1.0,3,1024
3,0,18,3,1024,/ssd_data/lixiang_data/Datasets/data_sar_plane_coarsness/images/BC2-SP-ORG-2SVV-20220518T123812-000827-000001-00033B_C-130_0011.png,0.44862180948257446,0.5845278132253027,0.14285714285714285,21,1.0,3,1024
0,1,10,1,1024,/ssd_data/lixiang_data/Datasets/data_sar_plane_coarsness/images/BC2-SP-ORG-2SVV-20220518T123812-000827-000001-00033B_C-17_0001.png,0.12192599475383759,0.23304285613798703,0.0,10,0.0,0,1024
3,4,187,5,1024,/ssd_data/lixiang_data/Datasets/data_sar_plane_coarsness/images/BC2-SP-ORG-2SVV-20220729T133508-001682-000001-000692_C-130_0007.png,0.4328318238258362,0.39927241882334685,0.005319148936170213,188,0.2,1,1024
10,1,172,6,1024,/ssd_data/lixiang_data/Datasets/data_sar_plane_coarsness/images/BC2-SP-ORG-2SVV-20220729T133508-001682-000001-000692_C-130_0008.png,0.5989258289337158,0.6175043257817602,0.02824858757062147,177,0.8333333333333334,5,1024
1,1,93,6,1024,/ssd_data/lixiang_data/Datasets/data_sar_plane_coarsness/images/BC2-SP-ORG-2SVV-20220729T133508-001682-000001-000692_C-130_0009.png,0.3405954837799072,0.5724920240714586,0.05102040816326531,98,0.8333333333333334,5,1024
2,2,89,4,1024,/ssd_data/lixiang_data/Datasets/data_sar_plane_coarsness/images/BC2-SP-ORG-2SVV-20220729T133508-001682-000001-000692_C-130_0010.png,0.5210065841674805,0.5047891434655388,0.02197802197802198,91,0.5,2,1024
11,0,36,4,1024,/ssd_data/lixiang_data/Datasets/data_sar_plane_coarsness/images/BC2-SP-ORG-2SVV-20220729T133508-001682-000001-000692_C-17_0005.png,0.5600751042366028,0.8339123955121621,0.1,40,1.0,4,1024
7,0,33,4,1024,/ssd_data/lixiang_data/Datasets/data_sar_plane_coarsness/images/BC2-SP-ORG-2SVV-20220729T133508-001682-000001-000692_C-17_0006.png,0.6259793639183044,0.8307085442235618,0.10810810810810811,37,1.0,4,1024
8,0,35,4,1024,/ssd_data/lixiang_data/Datasets/data_sar_plane_coarsness/images/BC2-SP-ORG-2SVV-20220729T133508-001682-000001-000692_C-5_0003.png,0.6386063098907471,0.8092927207208527,0.10256410256410256,39,1.0,4,1024
7,0,31,4,1024,/ssd_data/lixiang_data/Datasets/data_sar_plane_coarsness/images/BC2-SP-ORG-2SVV-20220729T133508-001682-000001-000692_C-5_0004.png,0.6741219162940979,0.8116972854430008,0.11428571428571428,35,1.0,4,1024
4,3,186,5,1024,/ssd_data/lixiang_data/Datasets/data_sar_plane_coarsness/images/BC2-SP-ORG-2SVV-20220729T133508-001682-000001-000692_E-3_0001.png,0.5221925973892212,0.4024760323821983,0.010638297872340425,188,0.4,2,1024
4,3,193,6,1024,/ssd_data/lixiang_data/Datasets/data_sar_plane_coarsness/images/BC2-SP-ORG-2SVV-20220729T133508-001682-000001-000692_E-3_0002.png,0.5455722808837891,0.4881302497556015,0.015306122448979591,196,0.5,3,1024
5,0,42,4,1024,/ssd_data/lixiang_data/Datasets/data_sar_plane_coarsness/images/BC2-SP-ORG-2SVV-20221225T015903-004150-000000-001036_C-130_0005.png,0.5934389233589172,0.828525868009977,0.08695652173913043,46,1.0,4,1024
8,0,62,5,1024,/ssd_data/lixiang_data/Datasets/data_sar_plane_coarsness/images/BC2-SP-ORG-2SVV-20221225T015903-004150-000000-001036_C-130_0006.png,0.7035665512084961,0.7803191624889003,0.07462686567164178,67,1.0,5,1024
6,0,50,5,1024,/ssd_data/lixiang_data/Datasets/data_sar_plane_coarsness/images/BC2-SP-ORG-2SVV-20221225T015903-004150-000000-001036_C-130_0007.png,0.535400927066803,0.7876412197909526,0.09090909090909091,55,1.0,5,1024
6,0,62,5,1024,/ssd_data/lixiang_data/Datasets/data_sar_plane_coarsness/images/BC2-SP-ORG-2SVV-20221225T015903-004150-000000-001036_C-130_0008.png,0.5573297739028931,0.8591412823584686,0.07462686567164178,67,1.0,5,1024
4,0,60,4,1024,/ssd_data/lixiang_data/Datasets/data_sar_plane_coarsness/images/BC2-SP-ORG-2SVV-20221225T015903-004150-000000-001036_C-130_0009.png,0.6299384236335754,0.8309220473992808,0.0625,64,1.0,4,1024
2,0,125,3,1024,/ssd_data/lixiang_data/Datasets/data_sar_plane_coarsness/images/BC2-SP-ORG-2SVV-20221225T015903-004150-000000-001036_E-3_0002.png,0.6322845816612244,0.651428800621156,0.0234375,128,1.0,3,1024
4,0,149,3,1024,/ssd_data/lixiang_data/Datasets/data_sar_plane_coarsness/images/BC2-SP-ORG-2SVV-20221225T015903-004150-000000-001036_E-3_0003.png,0.547422468662262,0.7428340510941133,0.019736842105263157,152,1.0,3,1024
5,0,94,3,1024,/ssd_data/lixiang_data/Datasets/data_sar_plane_coarsness/images/BC2-SP-ORG-2SVV-20221225T015903-004150-000000-001036_E-3_0004.png,0.6146253347396851,0.7045931019866855,0.030927835051546393,97,1.0,3,1024
3,0,63,1,1024,/ssd_data/lixiang_data/Datasets/data_sar_plane_coarsness/images/BC2-SP-ORG-2SVV-20221225T015903-004150-000000-001036_P-3_0001.png,0.666528582572937,0.8285352667930335,0.015625,64,1.0,1,1024
0,1,19,1,1024,/ssd_data/lixiang_data/Datasets/data_sar_plane_coarsness/images/BC2-SP-ORG-2SVV-20230209T011643-004807-000001-0012C7_C-130_0003.png,0.7001060843467712,0.3007346896770849,0.0,19,0.0,0,1024
0,1,3,1,1024,/ssd_data/lixiang_data/Datasets/data_sar_plane_coarsness/images/BC2-SP-ORG-2SVV-20230209T011643-004807-000001-0012C7_C-130_0004.png,0.2385633885860443,0.0,0.0,3,0.0,0,1024
2,0,13,1,1024,/ssd_data/lixiang_data/Datasets/data_sar_plane_coarsness/images/BC2-SP-ORG-2SVV-20230209T011643-004807-000001-0012C7_C-130_0005.png,0.3943318724632263,0.8427511139573246,0.07142857142857142,14,1.0,1,1024
1,1,4,2,1024,/ssd_data/lixiang_data/Datasets/data_sar_plane_coarsness/images/BC2-SP-ORG-2SVV-20230209T011643-004807-000001-0012C7_C-17_0001.png,0.8026394248008728,0.6500576696590724,0.2,5,0.5,1,1024
0,1,4,2,1024,/ssd_data/lixiang_data/Datasets/data_sar_plane_coarsness/images/BC2-SP-ORG-2SVV-20230209T011643-004807-000001-0012C7_C-17_0002.png,0.6684750914573669,0.3988702399084367,0.2,5,0.5,1,1024
2,0,38,5,1024,/ssd_data/lixiang_data/Datasets/data_sar_plane_coarsness/images/BC2-SP-ORG-2SVV-20231108T045011-010436-000164-0028C4_B-52_0001.png,0.7750167846679688,0.7439040544542572,0.11627906976744186,43,1.0,5,1024
5,2,58,7,1024,/ssd_data/lixiang_data/Datasets/data_sar_plane_coarsness/images/BC2-SP-ORG-2SVV-20231108T045011-010436-000164-0028C4_B-52_0002.png,0.7377407550811768,0.6225393241161862,0.07936507936507936,63,0.7142857142857143,5,1024
5,2,46,8,1024,/ssd_data/lixiang_data/Datasets/data_sar_plane_coarsness/images/BC2-SP-ORG-2SVV-20231108T045011-010436-000164-0028C4_B-52_0003.png,0.7793465256690979,0.6954724883570006,0.11538461538461539,52,0.75,6,1024
7,2,73,8,1024,/ssd_data/lixiang_data/Datasets/data_sar_plane_coarsness/images/BC2-SP-ORG-2SVV-20231108T045011-010436-000164-0028C4_B-52_0004.png,0.7142645120620728,0.6943678020145108,0.0759493670886076,79,0.75,6,1024
5,1,53,8,1024,/ssd_data/lixiang_data/Datasets/data_sar_plane_coarsness/images/BC2-SP-ORG-2SVV-20231108T045011-010436-000164-0028C4_B-52_0005.png,0.7076473832130432,0.7663169429178658,0.11666666666666667,60,0.875,7,1024
9,3,59,8,1024,/ssd_data/lixiang_data/Datasets/data_sar_plane_coarsness/images/BC2-SP-ORG-2SVV-20231108T045011-010436-000164-0028C4_B-52_0006.png,0.7398024797439575,0.7454585346306822,0.078125,64,0.625,5,1024
5,0,70,7,1024,/ssd_data/lixiang_data/Datasets/data_sar_plane_coarsness/images/BC2-SP-ORG-2SVV-20231108T045011-010436-000164-0028C4_B-52_0007.png,0.7812857627868652,0.8306901531571841,0.09090909090909091,77,1.0,7,1024
5,1,38,6,1024,/ssd_data/lixiang_data/Datasets/data_sar_plane_coarsness/images/BC2-SP-ORG-2SVV-20231108T045011-010436-000164-0028C4_B-52_0008.png,0.731163740158081,0.7486118030514542,0.11627906976744186,43,0.8333333333333334,5,1024
3,0,32,5,1024,/ssd_data/lixiang_data/Datasets/data_sar_plane_coarsness/images/BC2-SP-ORG-2SVV-20231108T045011-010436-000164-0028C4_B-52_0009.png,0.7882130742073059,0.7698942542336418,0.13513513513513514,37,1.0,5,1024
4,1,63,8,1024,/ssd_data/lixiang_data/Datasets/data_sar_plane_coarsness/images/BC2-SP-ORG-2SVV-20231108T045011-010436-000164-0028C4_B-52_0010.png,0.7657154202461243,0.7200687712174605,0.1,70,0.875,7,1024
7,2,42,9,1024,/ssd_data/lixiang_data/Datasets/data_sar_plane_coarsness/images/BC2-SP-ORG-2SVV-20231108T045011-010436-000164-0028C4_B-52_0011.png,0.7823119163513184,0.789530978717927,0.14285714285714285,49,0.7777777777777778,7,1024
4,1,63,8,1024,/ssd_data/lixiang_data/Datasets/data_sar_plane_coarsness/images/BC2-SP-ORG-2SVV-20231108T045011-010436-000164-0028C4_B-52_0012.png,0.7657154202461243,0.7200687712174605,0.1,70,0.875,7,1024
2,2,29,5,1024,/ssd_data/lixiang_data/Datasets/data_sar_plane_coarsness/images/BC2-SP-ORG-2SVV-20231108T045011-010436-000164-0028C4_B-52_0013.png,0.6916513442993164,0.7220685833387308,0.09375,32,0.6,3,1024
4,1,40,8,1024,/ssd_data/lixiang_data/Datasets/data_sar_plane_coarsness/images/BC2-SP-ORG-2SVV-20231108T045011-010436-000164-0028C4_B-52_0014.png,0.78282231092453,0.7826092262282323,0.14893617021276595,47,0.875,7,1024
0,3,17,4,1024,/ssd_data/lixiang_data/Datasets/data_sar_plane_coarsness/images/BC2-SP-ORG-2SVV-20231108T045011-010436-000164-0028C4_B-52_0015.png,0.7370741367340088,0.4581380116931946,0.05555555555555555,18,0.25,1,1024
0,1,44,2,1024,/ssd_data/lixiang_data/Datasets/data_sar_plane_coarsness/images/BC2-SP-ORG-2SVV-20231108T045011-010436-000164-0028C4_B-52_0016.png,0.4202521741390228,0.48493689859560185,0.022222222222222223,45,0.5,1,1024
0,0,28,1,1024,/ssd_data/lixiang_data/Datasets/data_sar_plane_coarsness/images/BC2-SP-ORG-2SVV-20231108T045011-010436-000164-0028C4_B-52_0017.png,0.2583247125148773,0.5774516930144137,0.034482758620689655,29,1.0,1,1024
6,3,34,9,1024,/ssd_data/lixiang_data/Datasets/data_sar_plane_coarsness/images/BC2-SP-ORG-2SVV-20231108T045011-010436-000164-0028C4_B-52_0018.png,0.7376609444618225,0.746458454469977,0.15,40,0.6666666666666666,6,1024
