aspect,bright_ratio_p95,contrast_p95_p5,dark_ratio_p5,edge_density,entropy,gradient_mean,gradient_p95,gray_cv,gray_mean,gray_p1,gray_p5,gray_p50,gray_p95,gray_p99,gray_std,height,image,laplacian_var,pixels,sha1,width
1.0,0.05035400390625,91.0,0.057193756103515625,0.09543609619140625,5.863162392201578,13.241326332092285,52.50238037109375,1.5443001046119733,25.131820678710938,1.0,2.0,12.0,93.0,234.0,38.811073303222656,1024,/ssd_data/lixiang_data/Datasets/data_sar_plane_coarsness/images/263_B-1_0003.png,3240.194091796875,1048576,3769fc019edd0d3f2755bbc5c2526c6f03fbf6bf,1024
1.0,0.050045013427734375,115.0,0.08717727661132812,0.10449981689453125,6.135669659320329,15.061614990234375,58.0,1.4362767684084587,29.72241973876953,1.0,3.0,16.0,118.0,242.0,42.68962097167969,1024,/ssd_data/lixiang_data/Datasets/data_sar_plane_coarsness/images/263_B-1_0004.png,3941.42822265625,1048576,c3ca27284977f72c3bd2b993362669391413421c,1024
1.0,0.050251007080078125,83.0,0.051448822021484375,0.09230422973632812,5.907778910105358,13.044353485107422,47.18315505981445,1.4699827731323794,25.217453002929688,1.0,2.0,14.0,85.0,229.0,37.06922149658203,1024,/ssd_data/lixiang_data/Datasets/data_sar_plane_coarsness/images/263_B-1_0009.png,3052.648681640625,1048576,eb1b2cda5e8f190d9b3df066af89ee53b112b799,1024
1.0,0.050403594970703125,61.0,0.07898712158203125,0.083648681640625,5.364808726448805,10.171427726745605,39.7555046081543,1.7097847882208723,18.50310516357422,1.0,2.0,9.0,63.0,195.0,31.636327743530273,1024,/ssd_data/lixiang_data/Datasets/data_sar_plane_coarsness/images/263_B-52_0001.png,2277.6240234375,1048576,708de418990b55ba689a6dee3f35b809d32ebfad,1024
1.0,0.05010223388671875,79.0,0.07100677490234375,0.08806228637695312,5.593818105413259,11.667723655700684,48.19232177734375,1.6996730808963638,21.89734649658203,1.0,2.0,10.0,81.0,231.0,37.21833038330078,1024,/ssd_data/lixiang_data/Datasets/data_sar_plane_coarsness/images/263_B-52_0002.png,2754.2119140625,1048576,a019ff9feb7aeeb8632bc8ce05ff960e19e26b48,1024
1.0,0.05019378662109375,197.0,0.059886932373046875,0.13890457153320312,6.247831018515632,18.23215675354004,77.37085723876953,1.5388192047107006,39.14738845825195,1.0,2.0,12.0,199.0,255.0,60.240753173828125,1024,/ssd_data/lixiang_data/Datasets/data_sar_plane_coarsness/images/263_B-52_0005.png,5936.7001953125,1048576,2e943364e014c0ed1f87fcccb01234830ef2fcd3,1024
1.0,0.050090789794921875,188.0,0.07825469970703125,0.126495361328125,5.780414408785273,15.218672752380371,73.07701110839844,1.7639578703593366,32.81229019165039,1.0,2.0,9.0,190.0,255.0,57.87949752807617,1024,/ssd_data/lixiang_data/Datasets/data_sar_plane_coarsness/images/263_B-52_0007.png,4744.6142578125,1048576,0055f2b31f12885e0aa0ddc15f95d78dacd2768e,1024
1.0,0.050556182861328125,199.0,0.07141876220703125,0.13947296142578125,6.037895344438452,17.245798110961914,77.15082550048828,1.6272292582783134,37.6276969909668,1.0,2.0,10.0,201.0,255.0,61.22888946533203,1024,/ssd_data/lixiang_data/Datasets/data_sar_plane_coarsness/images/263_B-52_0008.png,5705.42578125,1048576,1275e2657b2ec818b80a0f8f884ecfa86f977409,1024
1.0,0.05035400390625,186.0,0.0818023681640625,0.11927032470703125,5.588870067723676,13.914344787597656,70.12171173095703,1.872808091271109,30.463375091552734,1.0,2.0,8.0,188.0,255.0,57.05205535888672,1024,/ssd_data/lixiang_data/Datasets/data_sar_plane_coarsness/images/263_C-130_0006.png,4244.64208984375,1048576,941328360f7e2a797c8e14a80eb68eb296b4e32b,1024
1.0,0.05030059814453125,232.0,0.06258392333984375,0.13826370239257812,5.9680716765057555,16.845947265625,77.99649047851562,1.6450279072668892,41.33836364746094,1.0,2.0,10.0,234.0,255.0,68.00276184082031,1024,/ssd_data/lixiang_data/Datasets/data_sar_plane_coarsness/images/263_E-3_0012.png,5457.09423828125,1048576,d38fd569a6d5debc5a6a602b64c582d0deeb887a,1024
